kbaID,kbaURL,kbaTitle,kbaTitleLength,createdAgeInDays,updateAgeInDays,outdated,voteSum,voteCount,negativeVotes,kbaLabels,kbaLabelCount,imgCount,failedImages,externalImages,keyWordMatched
360063327093,https://aura.support.neo4j.com/hc/en-us/articles/360063327093-WebSocket-connection-error-ERR-CERT-AUTHORITY-INVALID,WebSocket connection error: ERR_CERT_AUTHORITY_INVALID,54,461,24,False,0,0,0,"ssl, tls, certificate, websocket, sni, corporate proxy, mitm, deep packet inspection, error",9,0,0,,"database, dbid"
1500002874882,https://aura.support.neo4j.com/hc/en-us/articles/1500002874882-Self-Signed-Certificate-Error-When-Using-Python-Driver-on-Mac,Self-Signed Certificate Error When Using Python Driver on Mac,61,467,448,False,0,0,0,"drivers, python, certificate",3,0,0,,
360063143493,https://aura.support.neo4j.com/hc/en-us/articles/360063143493-Recommendation-for-drivers-properties-when-running-an-application-on-Azure-to-connect-to-Aura-,Recommendation for drivers properties when running an application on Azure to connect to Aura ,94,467,466,False,0,0,0,".net, dotnet, socketkeepalive, keepalive, MaxConnectionLifetime, Unexpected end of stream ChunkBuffer was not populated with any data, azure",7,0,0,,
1500002546621,https://aura.support.neo4j.com/hc/en-us/articles/1500002546621-Managing-snapshots-and-backups-in-Neo4j-AuraDB,Managing snapshots and backups in Neo4j AuraDB,46,474,24,False,0,0,0,"export, dump, snapshot, backup, on demand, on-demand, take snapshot, snapshots, snap shot, back-up, adhoc, ad hoc, scheduled, restore",14,2,0,,database
1500002493281,https://aura.support.neo4j.com/hc/en-us/articles/1500002493281-Neo4j-Java-driver-settings-for-Aura,Neo4j Java driver settings for Aura,35,475,475,False,0,0,0,"drivers, java, driver, retries, driver settings, disconnect error, retry",7,0,0,,
1500002487142,https://aura.support.neo4j.com/hc/en-us/articles/1500002487142-Using-apoc-periodic-iterate-on-AuraDB-Instances,Using apoc.periodic.iterate() on AuraDB Instances,49,480,7,False,0,0,0,"apoc, apoc.periodic, apoc.periodic.iterate, iterate, batch, retry, server is no longer available",7,0,0,,
360060922234,https://aura.support.neo4j.com/hc/en-us/articles/360060922234-Frequent-disconnection-using-Javascript-driver-with-http-Agent-keepAlive,Frequent disconnection using Javascript driver with http.Agent keepAlive,72,480,480,False,0,0,0,"javascript, keep-alive, Connection acquisition timed out in 60000 ms",3,0,0,,
1500002276181,https://aura.support.neo4j.com/hc/en-us/articles/1500002276181-Sharing-Bloom-perspectives-in-Aura,Sharing Bloom perspectives in Aura,34,481,7,False,0,0,0,"bloom, perspectives, sharing perspectives, ei",4,0,0,,
360062636473,https://aura.support.neo4j.com/hc/en-us/articles/360062636473-What-are-the-TLS-cipher-suite-supported-by-Aura-,What are the TLS cipher suite supported by Aura ?,49,482,452,False,0,0,0,"tls, TLS 1.2, TLS 1.3, cipher suite, AES, SHA, ECDHE, POLY1305, RSA, What are the encryption cypher for TLS, ei",11,0,0,,
360060653274,https://aura.support.neo4j.com/hc/en-us/articles/360060653274-Copy-one-AuraDB-Instance-to-another,Copy one AuraDB Instance to another,35,488,7,False,0,0,0,"import, push-to-cloud, export, copy, clone, refresh, duplicate, ei",8,8,0,,database
360060638374,https://aura.support.neo4j.com/hc/en-us/articles/360060638374-What-is-the-SLA-for-support-tickets-raised-on-Aura-,What is the SLA for support tickets raised on Aura ?,52,488,399,False,-1,1,-1,"enterprise, SLA, Terms of service, TOS, support, response time, service level agreement, Professional, ei",9,0,0,,
360062157033,https://aura.support.neo4j.com/hc/en-us/articles/360062157033-Importing-dump-files-from-neo4j-versions-prior-to-3-5-x,Importing dump files from neo4j versions prior to 3.5.x,55,495,236,False,0,0,0,"import, push-to-cloud, upgrade, dump, index, neo4j-admin, constraint, datastore, changelog, full-text, full-text index, 3.2, 3.4, 3.5",14,0,0,,database
360062109933,https://aura.support.neo4j.com/hc/en-us/articles/360062109933-DiscoveryException-Failed-to-update-routing-table-with-server,DiscoveryException: Failed to update routing table with server,62,496,192,False,-1,1,-1,"discoverexception, routing table, connection error, server exception, error",5,0,0,,database
1500001528261,https://aura.support.neo4j.com/hc/en-us/articles/1500001528261-What-are-the-versions-supported-for-dump-file-import-into-Aura-,What are the versions supported for dump file import into Aura ? ,65,501,496,False,0,0,0,"import, dump, versions",3,0,0,,database
360060004854,https://aura.support.neo4j.com/hc/en-us/articles/360060004854-What-is-the-difference-between-Neo4j-sandbox-and-Aura-,What is the difference between Neo4j sandbox and Aura?,54,504,7,False,0,0,0,"sandbox, causal cluster, ei",3,0,0,,
360061699753,https://aura.support.neo4j.com/hc/en-us/articles/360061699753-Bloom-in-web-browser-is-blank,Bloom in web browser is blank,29,508,391,False,0,0,0,Bloom,1,0,0,,
360059882854,https://aura.support.neo4j.com/hc/en-us/articles/360059882854-Using-APOC-periodic-iterate-to-delete-large-numbers-of-nodes,Using APOC periodic iterate to delete large numbers of nodes,60,509,7,False,-1,1,-1,"apoc, delete, large number, large scale",4,0,0,,database
1500001173021,https://aura.support.neo4j.com/hc/en-us/articles/1500001173021-How-to-avoid-Session-Expired-Error-to-Neo4j-Aura,How to avoid Session Expired Error to Neo4j Aura,48,511,376,False,0,0,0,"drivers, driver settings, connection error, timeouts, session expired, session, connections",7,0,0,,
1500000954301,https://aura.support.neo4j.com/hc/en-us/articles/1500000954301-Resize-your-Neo4j-AuraDB-Instance,Resize your Neo4j AuraDB Instance,33,516,7,False,0,0,0,"size, re-size, scale, scaling, resize, resizing, resizable, capacity, upscale",9,2,0,,
1500000893022,https://aura.support.neo4j.com/hc/en-us/articles/1500000893022-Neo4jError-Invalid-input-expected-whitespace,Neo4jError: Invalid input expected whitespace,45,518,105,False,0,0,0,"cypher, text, query, queries, error, whitespace",6,0,0,,
1500000613401,https://aura.support.neo4j.com/hc/en-us/articles/1500000613401-Exporting-CSV-in-a-stream,Exporting CSV in a stream,25,524,283,False,-1,1,-1,"cypher, apoc, export",3,0,0,,
360058526534,https://aura.support.neo4j.com/hc/en-us/articles/360058526534-How-do-I-suspend-my-account-,How do I suspend my account?,28,543,543,False,0,0,0,,0,0,0,,
1500000006542,https://aura.support.neo4j.com/hc/en-us/articles/1500000006542-The-Aura-console-is-not-opening-or-showing-blank-troubleshooting,The Aura console is not opening or showing blank: troubleshooting,65,544,538,False,0,0,0,"aura, console, browser, edge, status page, statuspage, service status, blank",8,0,0,,
360059639733,https://aura.support.neo4j.com/hc/en-us/articles/360059639733-How-to-handle-the-error-MemoryLimitExceededException-with-valid-queries-in-Aura-,"How to handle the error ""MemoryLimitExceededException""  with valid queries in Aura?",83,556,4,False,0,0,0,"dbms.memory.transaction.global_max_size, MemoryLimitExceededException, org.neo4j.memory.MemoryLimitExceededException, transaction, properties, neo4j.conf",6,0,0,,
360059193953,https://aura.support.neo4j.com/hc/en-us/articles/360059193953-AuraDB-Console-and-restricted-access-errors,"AuraDB Console and ""restricted access"" errors",45,563,222,False,0,0,0,"authorized, unauthorized, access, username",4,1,0,,
360056844774,https://aura.support.neo4j.com/hc/en-us/articles/360056844774-Using-Community-Drivers-Clients-with-Neo4j-Aura,Using Community Drivers / Clients with Neo4j Aura,49,571,536,False,0,0,0,"transactions, drivers, php, py2neo, ruby, routing, community",7,0,0,,
360056468514,https://aura.support.neo4j.com/hc/en-us/articles/360056468514-What-to-do-if-the-Aura-Browser-Window-is-Blank,What to do if the Aura Browser Window is Blank,46,579,7,False,0,0,0,,0,0,0,,
360058152433,https://aura.support.neo4j.com/hc/en-us/articles/360058152433-How-to-prepare-for-migrating-from-Aura-3-to-Aura-4-,How to prepare for migrating from Aura 3 to Aura 4 ?  ,54,584,7,False,0,0,0,,0,1,0,,
360058108053,https://aura.support.neo4j.com/hc/en-us/articles/360058108053-Can-you-set-any-database-property-that-belongs-to-neo4j-conf-in-Aura-,Can you set any database property that belongs to neo4j.conf  in Aura ?,71,585,452,False,0,0,0,"dbms.memory.transaction.global_max_size, dbms.memory.transaction.database_max_size, dbms.memory.transaction.max_size, dbms.lock.acquisition.timeout, dbms.transaction.timeout, ei",6,0,0,,
360056166794,https://aura.support.neo4j.com/hc/en-us/articles/360056166794-Connecting-to-Aura-with-the-Neo4j-Browser,Connecting to Aura with the Neo4j Browser,41,587,7,False,1,1,0,,0,2,0,,
360055750514,https://aura.support.neo4j.com/hc/en-us/articles/360055750514-Neo4j-AuraDB-and-Role-Based-Access-Control-RBAC-,Neo4j AuraDB and Role-Based Access Control (RBAC),49,594,98,False,0,0,0,"password, rbac, ei, access control, user",5,0,0,,
360055707534,https://aura.support.neo4j.com/hc/en-us/articles/360055707534-How-to-troubleshoot-a-missing-index-or-constraint-,How to troubleshoot a missing index or constraint ? ,52,595,570,False,0,0,0,"apoc, schema, index",3,0,0,,database
360056891313,https://aura.support.neo4j.com/hc/en-us/articles/360056891313-Engaging-Neo4j-Aura-Support,Engaging Neo4j Aura Support,27,605,475,False,0,0,0,,0,0,0,,
360054492754,https://aura.support.neo4j.com/hc/en-us/articles/360054492754-What-are-the-supported-TLS-Versions-with-Neo4j-Aura-,What are the supported TLS Versions with Neo4j Aura ?,53,609,155,False,1,1,0,"security, ssl, tls, encryption, encrypted, transport layer, certificate, ei",8,0,0,,
360053609354,https://aura.support.neo4j.com/hc/en-us/articles/360053609354-An-alternative-to-pausing-your-Neo4j-Aura-DB,An alternative to pausing your Neo4j Aura DB,44,620,7,False,-1,1,-1,"delete, export, PAUSE, stop, ei",5,0,0,,
360053573934,https://aura.support.neo4j.com/hc/en-us/articles/360053573934-How-to-handle-special-chars-with-cypher-shell-output-,How to handle special chars with cypher-shell output ?,54,621,7,False,0,0,0,"cypher-shell, UTF, encoding, locale, regional settings, UTF-8",6,0,0,,
360053503273,https://aura.support.neo4j.com/hc/en-us/articles/360053503273-VPC-Isolation-in-Aura-Enterprise,VPC Isolation in Aura Enterprise,32,643,452,False,0,0,0,"security, enterprise, vpc, ei",4,0,0,,
360053015393,https://aura.support.neo4j.com/hc/en-us/articles/360053015393-What-are-the-AuraDB-Instance-sizes-available-per-subscription-tier-Professional-Enterprise-,"What are the AuraDB Instance sizes available per subscription tier (Professional, Enterprise) ?",95,654,18,False,0,0,0,"resources, enterprise, size, sizing, instance, giB, tier, storage, memory, cpu, ei",11,0,0,,
360051366094,https://aura.support.neo4j.com/hc/en-us/articles/360051366094-Running-push-to-cloud-to-load-a-database-dump-file-to-Neo4j-AuraDB,Running push-to-cloud to load a database dump file to Neo4j AuraDB,66,677,7,False,0,0,0,,0,4,0,,"database, dbid"
360051625833,https://aura.support.neo4j.com/hc/en-us/articles/360051625833-Importing-Your-Neo4j-3-5-x-Database-into-Aura,Importing Your Neo4j 3.5.x Database into Aura,45,690,7,False,-1,1,-1,,0,3,0,,database
360050504254,https://aura.support.neo4j.com/hc/en-us/articles/360050504254-What-are-the-public-IP-addresses-to-provision-in-a-firewall-configuration-to-allow-Aura-use-,What are the public IP addresses to provision in a firewall configuration to allow Aura use?,92,697,24,False,2,2,0,"security, aura, firewall, ports, ip address, white list",6,0,0,,
360050362554,https://aura.support.neo4j.com/hc/en-us/articles/360050362554-Migrating-from-Neo4j-on-kubernetes-to-Aura,Migrating from Neo4j on kubernetes to Aura,42,699,265,False,0,0,0,"aura, dump, kubernetes, k8, k8s, kubernete",6,0,0,,database
360050961713,https://aura.support.neo4j.com/hc/en-us/articles/360050961713-Aura-support-for-neo4j-4-x-and-multiple-databases-FAQ,Aura support for neo4j 4.x and multiple databases FAQ,53,703,7,False,2,2,0,"versions, multi-tenancy",2,0,0,,
360049914914,https://aura.support.neo4j.com/hc/en-us/articles/360049914914-How-is-the-billing-in-the-Aura-console-laid-out-,How is the billing in the Aura console laid out ?,49,707,24,False,0,0,0,"billing, coupon, refund",3,1,0,,
360050567093,https://aura.support.neo4j.com/hc/en-us/articles/360050567093-Unable-to-run-CREATE-DATABASE-or-DROP-DATABASE-commands-in-Aura,Unable to run CREATE DATABASE or DROP DATABASE commands in Aura,63,711,126,False,-2,2,-2,"aura, administration, console",3,0,0,,
360050565653,https://aura.support.neo4j.com/hc/en-us/articles/360050565653-How-to-control-and-lock-the-version-of-neo4j-driver-used-by-an-application-,How to control and lock the version of neo4j driver used by an application ?,76,711,475,False,0,0,0,"aura, drivers, golang, .net, python, javascript",6,0,0,,
360049426414,https://aura.support.neo4j.com/hc/en-us/articles/360049426414-Neo4j-4-0-drivers-and-new-URI-connection-schemes,Neo4j 4.0 drivers and new URI connection schemes,48,718,24,False,2,6,2,"drivers, 4.0, URI",3,0,0,,
360049939733,https://aura.support.neo4j.com/hc/en-us/articles/360049939733-How-to-change-your-Aura-console-password-,How to change your Aura console password ,41,721,116,False,1,1,0,,0,5,0,,
360048728814,https://aura.support.neo4j.com/hc/en-us/articles/360048728814-How-to-export-create-dump-for-your-data-from-Neo4j-Aura,How to export (create dump for) your data from Neo4j Aura,57,728,7,False,-1,1,-1,"backups, export, dump",3,3,0,,database
360048499853,https://aura.support.neo4j.com/hc/en-us/articles/360048499853-Upgrading-Your-Existing-Aura-3-5-AuraDB-Instance-to-Aura-4,Upgrading Your Existing Aura 3.5 AuraDB Instance to Aura 4,58,746,24,False,2,2,0,"import, push-to-cloud, export, upgrade, neo4j-4.0",5,6,0,,database
360047254354,https://aura.support.neo4j.com/hc/en-us/articles/360047254354-How-to-change-a-user-s-password-for-an-AuraDB-Instance,How to change a user's password for an AuraDB Instance,54,754,7,False,-1,1,-1,"password, aura, ALTER CURRENT USER, changePassword, AURA 3, ei",6,2,0,,
360047720113,https://aura.support.neo4j.com/hc/en-us/articles/360047720113-How-to-cancel-an-Aura-account,How to cancel an Aura account,29,759,7,False,-2,2,-2,"account, cancel, settings",3,0,0,,
360047480073,https://aura.support.neo4j.com/hc/en-us/articles/360047480073-Bloom-client-and-Neo4j-Aura-compatibility,Bloom client and Neo4j Aura compatibility,41,763,7,False,-1,1,-1,"aura, Bloom",2,1,0,,
360041764754,https://aura.support.neo4j.com/hc/en-us/articles/360041764754-Using-GraphQL-with-Neo4j-Aura,Using GraphQL with Neo4j Aura,29,858,857,False,0,0,0,,0,0,0,,database
360041513413,https://aura.support.neo4j.com/hc/en-us/articles/360041513413-Errors-on-logging-into-Neo4j-Aura-due-to-system-clocks-being-out-of-sync,Errors on logging into Neo4j Aura due to system clocks being out of sync,72,875,721,False,0,0,0,"ntp, login error, clock, system time",4,1,0,,
360040985554,https://aura.support.neo4j.com/hc/en-us/articles/360040985554-Bulk-importing-data-from-CSV-files,Bulk importing data from CSV files,34,878,25,False,1,3,1,,0,0,0,,database
360041294913,https://aura.support.neo4j.com/hc/en-us/articles/360041294913-Error-when-connecting-to-Neo4j-Aura-Error-code-ServiceUnavailable-name-Neo4jError-,"Error when connecting to Neo4j Aura: Error code: 'ServiceUnavailable',   name: 'Neo4jError'",91,886,23,False,-3,3,-3,"routing, server, Could not connect to any routing servers, unable connect, Routing error",5,0,0,,database
360038794013,https://aura.support.neo4j.com/hc/en-us/articles/360038794013-Error-on-push-to-cloud,Error on push-to-cloud,22,930,922,False,0,0,0,,0,1,0,,database
360038743233,https://aura.support.neo4j.com/hc/en-us/articles/360038743233-APOC-stored-Procedures-and-Functions-in-Neo4j-Aura,APOC stored Procedures and Functions in Neo4j Aura,50,931,24,False,2,2,0,"apoc, plugin, plug-in, procedure, a.p.o.c, library, apoc core, apoc plugin, APOC, Apoc",10,1,0,,
360038730513,https://aura.support.neo4j.com/hc/en-us/articles/360038730513-Neo4j-AuraDB-Resource-FAQ,Neo4j AuraDB Resource FAQ,25,931,7,False,1,1,0,"faq, aura, regions, resources, memory, cpu, aura pro, aura professional, china, australia, jvm, vCPU, location, asia-east2, asia-east1, australia-southeast1, europe-west-2, europe-west1, us-central1, us-east1, us-west1, USA, asia, europe, Taiwan, Hong Kong",26,0,0,,
360037063474,https://aura.support.neo4j.com/hc/en-us/articles/360037063474-How-do-I-load-data-from-a-CSV-,How do I load data from a CSV?,30,956,24,False,0,0,0,,0,3,0,"https://downloads.intercomcdn.com/i/o/48499345/87ad3205e8631c1d91f30530/neo4j_browser.png,
https://downloads.intercomcdn.com/i/o/48501151/402d31f61119ecfebe621264/connect.png,
https://downloads.intercomcdn.com/i/o/48498868/7661a41a75d0d6ace09a762b/cypher.png",database
360037061854,https://aura.support.neo4j.com/hc/en-us/articles/360037061854-Neo4j-Aura-Billing-FAQ,Neo4j Aura Billing FAQ,22,956,24,False,-1,3,-1,"faq, billing, aura, cloud, private",5,0,0,,
360037559973,https://aura.support.neo4j.com/hc/en-us/articles/360037559973-Neo4j-ETL-now-ready-for-the-cloud,Neo4j ETL now ready for the cloud,33,956,7,False,1,1,0,"aura, cloud, etl, private, loading, JDBC, RDBMS, graph-app, Extraction, transformation, data integration, desktop",12,1,0,https://s3.amazonaws.com/support.neotechnology.com/KBs/dbaas/dbaas-sample-imported-data.png,database
4403264939411,https://aura.support.neo4j.com/hc/en-us/articles/4403264939411-How-to-register-to-Aura-Console-,How to register to Aura Console ?,33,328,19,False,1,1,0,"auth, authentication, access, Login, aura console, register, registering, google auth, sign in, sign up, sign-in, sign-up, registration, log in, enrol, enrolment",16,4,0,,
360045645373,https://aura.support.neo4j.com/hc/en-us/articles/360045645373-Updating-your-Neo4j-Aura-payment-details,Updating your Neo4j Aura payment details,40,796,684,False,-1,1,-1,"billing, credit card, account, payment, payments",5,0,0,,
4816349073043,https://aura.support.neo4j.com/hc/en-us/articles/4816349073043-Unable-to-login-to-the-Aura-Console-,Unable to login to the Aura Console ,36,75,7,False,21,21,0,"login error, Login, password reset, register, registering, sign in, sign up, sign-in, sign-up, Login Failed, email-in-use, Unable login, email in use, subscribe",14,4,0,,
360045591454,https://aura.support.neo4j.com/hc/en-us/articles/360045591454-Deleting-your-Neo4j-AuraDB-Instance,Deleting your Neo4j AuraDB Instance,35,789,24,False,0,2,0,"delete, destroy",2,1,0,,
360037061814,https://aura.support.neo4j.com/hc/en-us/articles/360037061814-How-do-I-use-LOAD-CSV-to-update-set-properties-of-existing-nodes,How do I use LOAD CSV to update/set properties of existing nodes,64,956,189,False,0,2,0,"import, merge, cypher, private",4,0,0,,
1500007929561,https://aura.support.neo4j.com/hc/en-us/articles/1500007929561-How-can-I-tell-if-I-am-logged-into-Neo4j-AuraDB-Enterprise-console-,How can I tell if I am logged into Neo4j AuraDB Enterprise console ?,68,404,19,False,0,0,0,"console, enterprise, banner",3,1,0,,
360037560053,https://aura.support.neo4j.com/hc/en-us/articles/360037560053-How-do-I-view-the-column-headers-of-a-CSV-file-with-LOAD-CSV,How do I view the column headers of a CSV file with LOAD CSV,60,956,230,False,1,1,0,"neo4j-3.4, neo4j-3.5, headers, load csv",4,0,0,,
1500006539321,https://aura.support.neo4j.com/hc/en-us/articles/1500006539321-Aura-Enterprise-cannot-logon-to-the-console-as-my-access-has-experired,Aura Enterprise: cannot logon to the console as my access has experired,71,415,19,False,0,0,0,"enterprise, expiry, access expirted, login expired, invite, welcome email, invitation, validity",8,0,0,,
360037061894,https://aura.support.neo4j.com/hc/en-us/articles/360037061894-Using-Transaction-Functions-for-Retries,Using Transaction Functions for Retries,39,956,24,False,1,1,0,"transactions, aura, cloud, private",4,0,0,,database
1500001939881,https://aura.support.neo4j.com/hc/en-us/articles/1500001939881-Using-GDS-Graph-Data-Science-on-Aura-AuraDS-,Using GDS (Graph Data Science) on Aura : AuraDS ,48,490,3,False,3,3,0,"aura, how do i enable gds, algo, gds, graph data science, ei, GDS, Data science, AuraDS, EAP, louvain, centrality, AuraDS Plans, algorithms, AuraDS subscription",15,2,0,,database
360053850514,https://aura.support.neo4j.com/hc/en-us/articles/360053850514-Neo4j-Aura-Customer-Support-Holiday-Schedule,Neo4j Aura Customer Support Holiday Schedule,44,616,19,False,1,1,0,"holiday, support hours, ei",3,0,0,,
360037560013,https://aura.support.neo4j.com/hc/en-us/articles/360037560013-How-do-I-compare-two-graphs-for-equality,How do I compare two graphs for equality,40,956,942,False,0,0,0,"neo4j-3.0, md5, apoc, compare",4,0,0,,
360044842293,https://aura.support.neo4j.com/hc/en-us/articles/360044842293-Getting-Started-with-Neo4j-Aura-for-GCP,Getting Started with Neo4j Aura for GCP,39,810,19,False,1,3,1,"ei, gcp",2,7,0,,
360037559993,https://aura.support.neo4j.com/hc/en-us/articles/360037559993-Fast-counts-using-the-count-store,Fast counts using the count store,33,956,934,False,1,1,0,"cypher, neo4j-3.0, neo4j-3.1, neo4j-3.2, neo4j-3.3, neo4j-3.4, neo4j-3.5, counts",8,0,0,,
360037061734,https://aura.support.neo4j.com/hc/en-us/articles/360037061734-Cross-Product-Cypher-queries-will-not-perform-well,Cross Product Cypher queries will not perform well,50,956,376,False,0,0,0,"performance, neo4j-2.1, neo4j-3.x, cypher, neo4j-4.0, neo4j-4.1",6,0,0,,
360037559933,https://aura.support.neo4j.com/hc/en-us/articles/360037559933-Alternatives-to-UNION-queries,Alternatives to UNION queries,29,956,369,False,0,0,0,"cypher, neo4j-3.0, neo4j-3.1, neo4j-3.2, neo4j-3.3, neo4j-3.4, neo4j-2.3, neo4j-2.2, query, queries, UNION",11,0,0,,
360037559913,https://aura.support.neo4j.com/hc/en-us/articles/360037559913-A-note-on-OPTIONAL-MATCHes,A note on OPTIONAL MATCHes,26,956,7,False,0,0,0,"cypher, match, neo4j-3.0, neo4j-3.1, neo4j-3.2, neo4j-3.3, neo4j-3.4, neo4j-3.5",8,0,0,,database
1500005418961,https://aura.support.neo4j.com/hc/en-us/articles/1500005418961-A-note-on-OPTIONAL-MATCHes,A note on OPTIONAL MATCHes,26,426,7,False,0,0,0,,0,0,0,,database
360037064014,https://aura.support.neo4j.com/hc/en-us/articles/360037064014-When-Are-Patches-Applied-to-Neo4j-Aura-,When Are Patches Applied to Neo4j Aura?,39,956,721,False,0,0,0,"faq, patching, aura, cloud, private",5,0,0,,database
360037562173,https://aura.support.neo4j.com/hc/en-us/articles/360037562173-Is-My-Connection-to-Neo4j-Aura-Encrypted-,Is My Connection to Neo4j Aura Encrypted?,41,956,7,False,0,0,0,"faq, security, aura, cloud, private, ssl, tls, ei",8,0,0,,
360037562153,https://aura.support.neo4j.com/hc/en-us/articles/360037562153-How-do-I-use-LOAD-CSV-with-data-including-quotes,How do I use LOAD CSV with data including quotes,48,956,230,False,0,0,0,"neo4j-3.0, neo4j-2.3, LOAD CSV, quotes",4,0,0,,
360037063914,https://aura.support.neo4j.com/hc/en-us/articles/360037063914-How-do-I-improve-the-performance-of-counting-number-of-relationships-on-a-node,How do I improve the performance of counting number of relationships on a node,78,956,942,False,0,0,0,"performance, cypher",2,3,0,"http://imgur.com/r2Ut9oK.png,
http://imgur.com/qUqA71b.png,
http://imgur.com/FTaQALb.png",
360037063894,https://aura.support.neo4j.com/hc/en-us/articles/360037063894-How-do-I-define-a-LOAD-CSV-FIELDTERMINATOR-in-hexadecimal-notation,How do I define a LOAD CSV FIELDTERMINATOR in hexadecimal notation,66,956,172,False,1,1,0,"FIELDTERMINATOR, LOAD CSV, hexadecimal, SEPARATOR, field delimiter, hex, delimiter, delimited, ASCII, hexa",10,0,0,,
360037063854,https://aura.support.neo4j.com/hc/en-us/articles/360037063854-How-do-I-authenticate-with-cypher-shell-without-specifying-the-username-and-password-on-the-command-line,How do I authenticate with cypher-shell without specifying the username and password on the command line,104,956,942,False,0,0,0,"cypher-shell, auth, authentication, NEO4J_USERNAME, NEO4J_PASSWORD, neo4j-3.1",6,1,0,http://imgur.com/4nfUMcx.png,
360037063794,https://aura.support.neo4j.com/hc/en-us/articles/360037063794-Creating-and-working-with-linked-lists-in-Cypher,Creating and working with linked lists in Cypher,48,956,585,False,0,0,0,"cypher, programming",2,0,0,,
360037562053,https://aura.support.neo4j.com/hc/en-us/articles/360037562053-Comparing-relationship-properties-within-a-path,Comparing relationship properties within a path,47,956,585,False,0,0,0,"cypher, path",2,0,0,,
360037063754,https://aura.support.neo4j.com/hc/en-us/articles/360037063754-Achieving-longestPath-Using-Cypher,Achieving longestPath Using Cypher,34,956,585,False,0,0,0,"longestpath, cypher",2,0,0,,
360037061874,https://aura.support.neo4j.com/hc/en-us/articles/360037061874-How-to-recover-a-lost-AuraDB-Instance-password-in-Neo4j-AuraDB-,How to recover a lost AuraDB Instance password in Neo4j AuraDB ?,64,956,24,False,0,0,0,"faq, password, aura, cloud, private, ei",6,1,0,,
360037560093,https://aura.support.neo4j.com/hc/en-us/articles/360037560093-How-Do-Backups-Work-in-Neo4j-Aura-,How Do Backups Work in Neo4j Aura?,34,956,24,False,0,0,0,"faq, aura, cloud, private, backups",5,0,0,,
360037560073,https://aura.support.neo4j.com/hc/en-us/articles/360037560073-Is-My-Data-in-Neo4j-Aura-Encrypted-,Is My Data in Neo4j Aura Encrypted?,35,956,24,False,-1,1,-1,"faq, security, aura, cloud, private",5,0,0,,
360037061754,https://aura.support.neo4j.com/hc/en-us/articles/360037061754-How-Do-I-Add-Users-to-My-Neo4j-AuraDB-Instance-,How Do I Add Users to My Neo4j AuraDB Instance?,47,956,24,False,0,2,0,"faq, security, aura, cloud, private, rbac, read only, administrator, ei",9,0,0,,database
